movie_production_year,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name
2008,37000000,30105968,36923988,1/1/2008,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2013,37000000,150394119,117422157,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2008,37000000,192769854,209510305,1/1/2008,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama
2012,37500000,16247159,42544852,1/1/2012,Historical Fiction,Original Screenplay,Live Action,Drama
2012,37500000,41152203,79773494,1/1/2012,Contemporary Fiction,Based on Factual Book/Article,Live Action,Romantic Comedy
2008,37500000,9643725,19903,1/1/2008,Dramatization,Based on Factual Book/Article,Live Action,Drama
2009,38000000,31811527,12600000,1/1/2009,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense
2001,38000000,24044532,5500000,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Drama
2002,38000000,127214072,55151042,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2001,38000000,40334024,17419801,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2011,38000000,16928670,10573144,1/1/2011,Fantasy,Remake,Live Action,Horror
2016,38000000,34800570,75225454,1/1/2016,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action
2013,38000000,26947624,71283215,1/1/2013,Dramatization,Based on Real Life Events,Live Action,Drama
2010,38000000,58709717,58100000,1/1/2010,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2009,38000000,88915214,116383693,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2001,38000000,22770864,1745126,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2001,38000000,16991902,2325863,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Drama
2011,38000000,42025135,52738623,1/1/2011,Science Fiction,Original Screenplay,Live Action,Action
2002,38000000,85846296,33875000,1/1/2002,Kids Fiction,Original Screenplay,Live Action,Adventure
2002,38000000,39177215,11793445,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2001,38000000,144512310,62000000,1/1/2001,Contemporary Fiction,Based on Factual Book/Article,Live Action,Action
2008,38000000,7871693,9958551,1/1/2008,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure
2015,38000000,71038190,36559052,1/1/2015,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2010,38000000,53374681,52513156,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2013,38600000,6594959,51392340,1/1/2013,Dramatization,Based on Real Life Events,Live Action,Action
2011,39000000,35287788,45863000,1/1/2011,Fantasy,Based on Short Film,Stop-Motion Animation,Comedy
2005,39000000,25335935,14804923,1/1/2005,Science Fiction,Based on TV,Animation/Live Action,Action
2004,39000000,5881504,548361,1/1/2004,Dramatization,Based on Real Life Events,Live Action,Drama
2007,39000000,42674040,26864793,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,39000000,63414846,38917289,1/1/2009,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2013,40000000,29807260,40000000,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2007,40000000,3675072,28342050,1/1/2007,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense
2005,40000000,29077547,2593073,1/1/2005,Historical Fiction,Based on Musical or Opera,Live Action,Musical
2007,40000000,41797066,87087428,1/1/2007,Science Fiction,Based on Movie,Live Action,Action
2013,40000000,150117807,107760487,1/1/2013,Dramatization,Based on Real Life Events,Live Action,Black Comedy
2010,40000000,58009200,29135886,1/1/2010,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2004,40000000,75305995,49517099,1/1/2004,Dramatization,Based on Real Life Events,Live Action,Drama
2011,40000000,36665854,35629408,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2004,40000000,47958031,44153520,1/1/2004,Fantasy,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2005,40000000,209218368,74000000,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2002,40000000,6114237,1860370,1/1/2002,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2003,40000000,138614544,51100000,1/1/2003,Contemporary Fiction,Remake,Live Action,Comedy
2009,40000000,10330853,6702578,1/1/2009,Science Fiction,Original Screenplay,Live Action,Horror
2001,40000000,66808615,78429635,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Action
2010,40000000,33035397,14752546,1/1/2010,Contemporary Fiction,Remake,Live Action,Comedy
2009,40000000,71440011,20289492,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2004,40000000,21176322,25000000,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Action
2015,40000000,90411453,16100000,1/1/2015,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2008,40000000,627047,119000000,1/1/2008,Dramatization,Based on Real Life Events,Live Action,Action
2006,40000000,57806952,694175,1/1/2006,Dramatization,Based on Real Life Events,Live Action,Drama
2010,40000000,31011732,28783338,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2010,40000000,60974475,30302349,1/1/2010,Contemporary Fiction,Spin-Off,Live Action,Comedy
2014,40000000,126573960,330933816,1/1/2014,Science Fiction,Original Screenplay,Live Action,Action
2014,40000000,42720965,44040030,1/1/2014,Historical Fiction,Original Screenplay,Live Action,Comedy
2012,40000000,7388654,8784939,1/1/2012,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2003,40000000,111760631,56091364,1/1/2003,Kids Fiction,Original Screenplay,Live Action,Adventure
2011,40000000,20157300,5536698,1/1/2011,Dramatization,Based on Real Life Events,Live Action,Drama
2006,40000000,50866635,70165637,1/1/2006,Historical Fiction,Original Screenplay,Live Action,Adventure
2009,40000000,176591618,175183320,1/1/2009,Contemporary Fiction,Remake,Live Action,Adventure
2016,40000000,90862685,31760780,1/1/2016,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2007,40000000,50572589,95727767,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2006,40000000,659210,20063240,1/1/2006,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action
2012,40000000,57012977,17143633,1/1/2012,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2002,40000000,4835968,7788503,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Action
2014,40000000,47047013,18235719,1/1/2014,Dramatization,Based on Real Life Events,Live Action,Drama
2013,40000000,166167230,404811240,1/1/2013,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2011,40000000,19019882,150570724,1/1/2011,Dramatization,Based on Real Life Events,Live Action,Drama
2015,40000000,75764672,121468062,1/1/2015,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,40000000,21002919,26082145,1/1/2009,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure
2004,40000000,14018364,7197518,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,40000000,14046595,25707362,1/1/2009,Fantasy,Based on Fiction Book/Short Story,Live Action,Action
2005,40000000,42071069,8000000,1/1/2005,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2014,40000000,83911193,111200000,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2008,40000000,46012734,60536004,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2011,40000000,42587643,112423522,1/1/2011,Fantasy,Original Screenplay,Live Action,Horror
2012,40000000,95020213,2450488,1/1/2012,Dramatization,Based on Real Life Events,Live Action,Drama
2011,40000000,18450127,2340359,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,40000000,94125426,32520693,1/1/2009,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2006,40000000,90710620,88000000,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2014,40000000,54445357,51500000,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2014,40000000,5775076,27400000,1/1/2014,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2008,40000000,26814957,51455013,1/1/2008,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2005,40000000,47806295,44349203,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Horror
2015,40000000,6738000,20000000,1/1/2015,Historical Fiction,Original Screenplay,Live Action,Action
2009,40000000,93953653,87100004,1/1/2009,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy
2010,40000000,96962694,127959441,1/1/2010,Dramatization,Based on Real Life Events,Live Action,Drama
2008,40000000,72266306,78620023,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2009,40000000,66477700,120906927,1/1/2009,Fantasy,Original Screenplay,Live Action,Horror
2003,40000000,9652000,418651,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2011,40000000,37134215,4160459,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2008,40000000,12082391,263492,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2006,40000000,53089891,51317475,1/1/2006,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2005,40000000,74103820,84650000,1/1/2005,Fantasy,Based on Comic/Graphic Novel,Live Action,Action
2009,40000000,14246488,5476502,1/1/2009,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama
2007,40000000,25126214,37100000,1/1/2007,Fantasy,Original Screenplay,Live Action,Horror
2011,40000000,31847881,23400000,1/1/2011,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2014,40000000,86208010,55000000,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2007,40000000,876671,6852881,1/1/2007,Dramatization,Based on Factual Book/Article,Live Action,Adventure
2014,40000000,38543473,87526036,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2011,40000000,125095601,24709031,1/1/2011,Dramatization,Based on Factual Book/Article,Live Action,Action
2006,40000000,15962471,44900000,1/1/2006,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama
2010,40000000,38180928,57808662,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Horror
2010,40000000,37412945,63749161,1/1/2010,Science Fiction,Original Screenplay,Live Action,Comedy
2009,40000000,163958031,150751686,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2010,40000000,24827228,66299372,1/1/2010,Fantasy,Original Screenplay,Live Action,Thriller/Suspense
2001,40000000,4777007,11395193,1/1/2001,Fantasy,Remake,Live Action,Comedy
2006,40000000,52330111,62500000,1/1/2006,Fantasy,Remake,Live Action,Drama
2002,40000000,54228104,21160986,1/1/2002,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2001,40000000,25178165,40466125,1/1/2001,Contemporary Fiction,Remake,Live Action,Drama
2004,40000000,57887882,60210000,1/1/2004,Contemporary Fiction,Remake,Live Action,Romantic Comedy
2010,40000000,63686397,72436686,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2006,40000000,81612565,39000000,1/1/2006,Contemporary Fiction,Remake,Live Action,Adventure
2013,40000000,4563029,83506851,1/1/2013,Science Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense
2015,40000000,10664749,2979543,1/1/2015,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2004,40000000,13395939,21800000,1/1/2004,Contemporary Fiction,Remake,Live Action,Comedy
2008,40000000,32862104,16824159,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,40000000,64167069,75307837,1/1/2009,Fantasy,Original Screenplay,Live Action,Comedy
2010,40000000,52000688,75233701,1/1/2010,Science Fiction,Original Screenplay,Live Action,Action
2006,40000000,70165972,66881404,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2005,40000000,30981850,15685105,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Drama
2011,40000000,51853450,3395709,1/1/2011,Fantasy,Original Screenplay,Live Action,Drama
2015,40000000,72313754,89200000,1/1/2015,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense
2010,41000000,7204138,480386,1/1/2010,Contemporary Fiction,Based on Factual Book/Article,Live Action,Comedy
2001,41000000,56083966,44538620,1/1/2001,Historical Fiction,Original Screenplay,Live Action,Adventure
2002,41000000,116724075,129045127,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Drama
2010,42000000,5666340,2847985,1/1/2010,Historical Fiction,Original Screenplay,Live Action,Western
2010,42000000,37662162,54016280,1/1/2010,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Thriller/Suspense
2009,42000000,60054530,70733713,1/1/2009,Contemporary Fiction,Based on TV,Live Action,Comedy
2011,42000000,18620000,27068337,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2001,42000000,24375436,31956428,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2005,42000000,24149632,36288095,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Action
2004,42000000,88073507,84970903,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2011,42000000,45290318,27948940,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2011,42000000,138447667,64364762,1/1/2011,Contemporary Fiction,Based on TV,Live Action,Comedy
2002,42000000,41543207,22237893,1/1/2002,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2011,42000000,26414527,9782694,1/1/2011,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2002,42000000,35228696,21209859,1/1/2002,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2010,42500000,29121498,47225895,1/1/2010,Contemporary Fiction,Remake,Live Action,Action
2013,43000000,159581587,70146187,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2002,43000000,24430272,38648484,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2005,43000000,24537621,24500000,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Action
2010,44000000,31162545,17271821,1/1/2010,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2014,44000000,6105175,6237457,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2012,44500000,136025503,91115254,1/1/2012,Historical Fiction,Based on Factual Book/Article,Live Action,Thriller/Suspense
2005,45000000,52580895,3000000,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2006,45000000,38399961,4943286,1/1/2006,Contemporary Fiction,Remake,Live Action,Comedy
2006,45000000,36883539,28700000,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Action
2005,45000000,67264877,9400630,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Drama
2011,45000000,13414714,28052892,1/1/2011,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action
2011,45000000,8305970,156233690,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2004,45000000,95149435,26922000,1/1/2004,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy
2004,45000000,48114556,449000,1/1/2004,Contemporary Fiction,Based on TV,Live Action,Comedy
2006,45000000,6566773,69000000,1/1/2006,Historical Fiction,Based on Play,Live Action,Action
2007,45000000,50648679,95514241,1/1/2007,Science Fiction,Based on Game,Live Action,Action
2009,45000000,25200412,34350871,1/1/2009,Science Fiction,Original Screenplay,Live Action,Adventure
2010,45000000,67061228,68747609,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2001,45000000,76261036,28244326,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Drama
2006,45000000,62318875,51098887,1/1/2006,Fantasy,Original Screenplay,Live Action,Action
2004,45000000,32003620,29472364,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2006,45000000,28142535,21468363,1/1/2006,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure
2008,45000000,22532572,47683925,1/1/2008,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action
2005,45000000,51019112,51727102,1/1/2005,Science Fiction,Based on Fiction Book/Short Story,Animation/Live Action,Comedy
2008,45000000,15298133,31300000,1/1/2008,Contemporary Fiction,Remake,Live Action,Action
2005,45000000,16809014,683000,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2014,45000000,46290741,81700000,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2008,45000000,22911480,56653480,1/1/2008,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2003,45000000,59472278,188495625,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2012,45000000,47323100,33271760,1/1/2012,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2002,45000000,3681811,28000000,1/1/2002,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure
2007,45000000,4617608,26459810,1/1/2007,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2005,45000000,19398532,13554463,1/1/2005,Historical Fiction,Remake,Live Action,Musical
2011,45000000,139854287,237953117,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2008,45000000,7916887,1193571,1/1/2008,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2011,45000000,88625922,72346000,1/1/2011,Kids Fiction,Based on TV,Live Action,Comedy
2003,45000000,110000082,45199918,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2002,45000000,7262288,1226583,1/1/2002,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2001,45000000,19719930,9686202,1/1/2001,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2005,45000000,53359917,19000000,1/1/2005,Contemporary Fiction,Remake,Live Action,Comedy
2003,45000000,28013509,135113167,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2005,45000000,82931301,73000000,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2007,45000000,93466502,81344313,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2010,45000000,15541549,49990942,1/1/2010,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2008,45000000,101704370,141476567,1/1/2008,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2001,45000000,71277420,69911681,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2007,45000000,24343673,5023470,1/1/2007,Historical Fiction,Original Screenplay,Live Action,Musical
2013,46000000,61002302,52400000,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2001,46000000,93607673,67040820,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2002,46000000,67263182,46359317,1/1/2002,Contemporary Fiction,Remake,Live Action,Thriller/Suspense
2010,47000000,10547117,475579,1/1/2010,Historical Fiction,Based on Comic/Graphic Novel,Live Action,Action
2007,47000000,15849032,22074786,1/1/2007,Kids Fiction,Original Screenplay,Digital Animation,Comedy
2008,47500000,42754105,69460426,1/1/2008,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action
2010,48000000,60022256,52588130,1/1/2010,Fantasy,Original Screenplay,Live Action,Comedy
2007,48000000,53606916,17564909,1/1/2007,Historical Fiction,Remake,Live Action,Western
2001,48000000,47095453,23842325,1/1/2001,Fantasy,Original Screenplay,Live Action,Romantic Comedy
2001,48000000,56607223,30000000,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2015,48000000,89256424,238400000,1/1/2015,Contemporary Fiction,Original Screenplay,Live Action,Action
2002,48000000,129094024,119124462,1/1/2002,Contemporary Fiction,Remake,Live Action,Horror
2002,48000000,95308367,101000000,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2015,49000000,31569268,73432788,1/1/2015,Science Fiction,Original Screenplay,Live Action,Action
2012,49000000,12816367,58188260,1/1/2012,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2002,50000000,8355815,18247,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Black Comedy
2003,50000000,105807520,73083262,1/1/2003,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy
2005,50000000,75941727,86000000,1/1/2005,Contemporary Fiction,Remake,Live Action,Horror
2010,50000000,21596445,4525193,1/1/2010,Fantasy,Original Screenplay,Live Action,Comedy
2013,50000000,90282580,147776989,1/1/2013,Kids Fiction,Original Screenplay,Digital Animation,Comedy
2007,50000000,27669725,52913586,1/1/2007,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2004,50000000,75367693,132726857,1/1/2004,Contemporary Fiction,Based on Comic/Graphic Novel,Animation/Live Action,Comedy
2006,50000000,46982632,47721595,1/1/2006,Contemporary Fiction,Based on Game,Live Action,Horror
2010,50000000,33644788,50378823,1/1/2010,Kids Fiction,Based on Comic/Graphic Novel,Digital Animation,Comedy
2002,50000000,52752475,66362019,1/1/2002,Contemporary Fiction,Remake,Live Action,Drama
2004,50000000,40203020,223691531,1/1/2004,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy
2014,50000000,128002372,75500000,1/1/2014,Fantasy,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Musical
2009,50000000,38122883,24087009,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Action
2008,50000000,28644813,24342941,1/1/2008,Historical Fiction,Original Screenplay,Live Action,Drama
2015,50000000,150357137,88400000,1/1/2015,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,50000000,25450527,28400000,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2014,50000000,50151543,47500000,1/1/2014,Fantasy,Original Screenplay,Digital Animation,Adventure
2009,50000000,166003,1084614,1/1/2009,Science Fiction,Original Screenplay,Live Action,Adventure
2009,50000000,8017467,29455184,1/1/2009,Historical Fiction,Original Screenplay,Live Action,Comedy
2010,50000000,10721033,30321550,1/1/2010,Fantasy,Original Screenplay,Live Action,Action
2006,50000000,48751189,34000000,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2006,50000000,70511035,59703127,1/1/2006,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action
2014,50000000,47602194,109000000,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2016,50000000,52853219,15200000,1/1/2016,Dramatization,Based on Factual Book/Article,Live Action,Drama
2009,50000000,9135036,3200000,1/1/2009,Contemporary Fiction,Based on Game,Live Action,Action
2012,50000000,56758835,180040376,1/1/2012,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2012,50000000,26623701,37853350,1/1/2012,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2004,50000000,50740078,74428656,1/1/2004,Science Fiction,Based on Game,Live Action,Horror
2004,50000000,73701902,22767285,1/1/2004,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2008,50000000,97690976,128300000,1/1/2008,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2004,50000000,37485528,5854774,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2004,50000000,24006726,10800000,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2010,50000000,127004179,130968566,1/1/2010,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense
2003,50000000,41083108,14406718,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2012,50000000,19452138,40830738,1/1/2012,Fantasy,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2009,50000000,67172594,37931189,1/1/2009,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2006,50000000,58336565,12412485,1/1/2006,Contemporary Fiction,Based on Fiction Book/Short Story,Hand Animation,Comedy
2011,50000000,127352707,44833047,1/1/2011,Historical Fiction,Original Screenplay,Live Action,Comedy
2009,50000000,20534907,21467122,1/1/2009,Science Fiction,Original Screenplay,Live Action,Action
2005,50000000,50824620,41866339,1/1/2005,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2006,50000000,88715192,39687709,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2001,50000000,54997476,49490907,1/1/2001,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2011,50000000,55703475,159246241,1/1/2011,Contemporary Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Action
2003,50000000,19694635,9225553,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2005,50000000,39177541,30248282,1/1/2005,Kids Fiction,Original Screenplay,Live Action,Adventure
2002,50000000,31874869,24768398,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2011,50000000,75624550,43104523,1/1/2011,Dramatization,Based on Factual Book/Article,Live Action,Drama
2015,50000000,28848693,26500000,1/1/2015,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2004,50000000,25195050,14924798,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2004,50000000,6471394,154721,1/1/2004,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2003,50000000,60470220,27846615,1/1/2003,Historical Fiction,Original Screenplay,Live Action,Adventure
2006,50000000,88513495,97164028,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2001,50000000,267655011,224157783,1/1/2001,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure
2014,50000000,47119388,29000000,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Drama
2005,50000000,18472363,23200000,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Adventure
2009,50000000,79957634,106492683,1/1/2009,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2010,50000000,75605492,35695343,1/1/2010,Dramatization,Based on Factual Book/Article,Live Action,Drama
2007,50000000,17181265,38895823,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2010,50000000,84351197,62791131,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2005,50000000,10169202,12800000,1/1/2005,Dramatization,Based on Real Life Events,Live Action,Action
2004,50000000,66711892,50500000,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2015,50000000,26461644,40500000,1/1/2015,Contemporary Fiction,Original Screenplay,Live Action,Action
2011,50000000,218665740,337350887,1/1/2011,Contemporary Fiction,Original Screenplay,Animation/Live Action,Comedy
2005,50000000,66010682,78100000,1/1/2005,Kids Fiction,Original Screenplay,Live Action,Comedy
2010,50000000,55100437,91094722,1/1/2010,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure
2009,50000000,296623634,390934093,1/1/2009,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama
2010,50000000,21302340,18630000,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Horror
2003,50000000,26599248,15999250,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2002,50000000,126203320,44976083,1/1/2002,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2005,50000000,19118247,2400000,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2010,50000000,32746941,72500000,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
