movie_production_year,movie_financial_summary_production_budget,movie_financial_summary_domestic_box_office,movie_financial_summary_international_box_office,production_date_year,movie_creative_type_display_name,movie_source_display_name,movie_production_method_display_name,movie_genre_display_name
2012,17000000,65001093,51043254,1/1/2012,Contemporary Fiction,Based on Factual Book/Article,Live Action,Comedy
2011,17000000,4936819,5700462,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Horror
2007,17000000,275380,89227,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Musical
2007,17500000,39687694,59447877,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Action
2005,17500000,51221667,58456779,1/1/2005,Fantasy,Based on Folk Tale/Legend/Fairytale,Digital Animation,Comedy
2004,17500000,23519128,13002095,1/1/2004,Dramatization,Original Screenplay,Live Action,Drama
2008,17500000,58017783,90569127,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Drama
2007,17500000,121463226,48491916,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2006,17500000,19185184,974132,1/1/2006,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2013,17500000,7018188,266947,1/1/2013,Fantasy,Based on Play,Live Action,Musical
2011,17700000,49521,14469363,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2003,18000000,60060328,17086703,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Black Comedy
2014,18000000,42340598,60900000,1/1/2014,Fantasy,Original Screenplay,Live Action,Black Comedy
2010,18000000,52698535,20996659,1/1/2010,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2001,18000000,13491653,14000000,1/1/2001,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2005,18000000,60062868,32294631,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2005,18000000,29511112,7537414,1/1/2005,Contemporary Fiction,Remake,Live Action,Horror
2009,18000000,24007324,3141574,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2013,18000000,150086800,120507734,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2013,18000000,4438438,19471772,1/1/2013,Dramatization,Based on Factual Book/Article,Live Action,Drama
2002,18000000,41059716,2248991,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2001,18000000,15652637,8236521,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Drama
2013,18000000,10501938,1312051,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2015,18000000,3608718,3041114,1/1/2015,Science Fiction,Original Screenplay,Live Action,Drama
2008,18000000,5705761,21441588,1/1/2008,Dramatization,Based on Real Life Events,Live Action,Drama
2009,18000000,22455510,57772109,1/1/2009,Contemporary Fiction,Remake,Live Action,Musical
2004,18000000,86047227,44905799,1/1/2004,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2013,18000000,33404871,69508090,1/1/2013,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2004,18000000,7739049,6749656,1/1/2004,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2003,18000000,43601508,13888516,1/1/2003,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2009,18000000,14800725,1581813,1/1/2009,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2014,18000000,15160801,2200000,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,18000000,4806750,12219859,1/1/2009,Dramatization,Based on Real Life Events,Live Action,Drama
2008,18000000,43869350,13324305,1/1/2008,Contemporary Fiction,Remake,Live Action,Horror
2009,18000000,2222862,23504182,1/1/2009,Historical Fiction,Original Screenplay,Live Action,Drama
2006,18000000,70644,2330769,1/1/2006,Science Fiction,Original Screenplay,Digital Animation,Action
2010,18000000,43853424,3305228,1/1/2010,Dramatization,Based on Factual Book/Article,Live Action,Drama
2003,18000000,3203044,10000000,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2006,18000000,128505958,132937284,1/1/2006,Contemporary Fiction,Based on TV,Live Action,Comedy
2005,18000000,75072454,69456624,1/1/2005,Dramatization,Based on Real Life Events,Live Action,Horror
2011,18000000,13371528,818282,1/1/2011,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2004,18000000,65070412,772000,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2010,18000000,145526,11476,1/1/2010,Dramatization,Based on Real Life Events,Live Action,Drama
2013,18000000,3419967,5662939,1/1/2013,Factual,Based on Musical Group,Live Action,Concert/Performance
2003,18000000,30272254,32374509,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Drama
2004,18000000,16703799,255815,1/1/2004,Contemporary Fiction,Remake,Live Action,Adventure
2010,18000000,15285588,4400000,1/1/2010,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2001,18000000,96493426,45315809,1/1/2001,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2006,18000000,31483450,46067901,1/1/2006,Dramatization,Based on Real Life Events,Live Action,Drama
2010,18000000,18335230,41881941,1/1/2010,Dramatization,Based on Real Life Events,Live Action,Drama
2013,18000000,16131410,10000000,1/1/2013,Dramatization,Based on Real Life Events,Live Action,Drama
2015,18000000,26302731,15864555,1/1/2015,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2009,18000000,22965110,13167904,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Drama
2008,18000000,5700626,22093713,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Action
2010,18000000,6617867,9078279,1/1/2010,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama
2012,18000000,1034589,164921,1/1/2012,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense
2015,18000000,57578195,30803783,1/1/2015,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2008,18500000,6198883,27755135,1/1/2008,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense
2009,18500000,18451251,14228013,1/1/2009,Fantasy,Original Screenplay,Live Action,Comedy
2005,18500000,64858000,43942304,1/1/2005,Historical Fiction,Remake,Live Action,Horror
2006,18900000,320700,25742872,1/1/2006,Historical Fiction,Original Screenplay,Live Action,Drama
2005,18975000,20433940,27050933,1/1/2005,Science Fiction,Original Screenplay,Live Action,Horror
2010,19000000,39123589,17321945,1/1/2010,Contemporary Fiction,Remake,Live Action,Horror
2009,19000000,25918920,6700000,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2010,19000000,27758465,22100000,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2001,19000000,41867960,26600000,1/1/2001,Fantasy,Original Screenplay,Live Action,Horror
2011,19000000,100292856,115156141,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2003,19000000,56127162,45437773,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2008,19000000,8402485,2010000,1/1/2008,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2004,19000000,51438175,18725930,1/1/2004,Contemporary Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Romantic Comedy
2011,19000000,5310554,404359,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Drama
2007,19000000,20300218,14051944,1/1/2007,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2013,19000000,21488481,54598230,1/1/2013,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2010,19000000,6928068,648536,1/1/2010,Historical Fiction,Original Screenplay,Live Action,Comedy
2002,19000000,10049886,264900000,1/1/2002,Fantasy,Original Screenplay,Hand Animation,Adventure
2009,19000000,36843682,8161469,1/1/2009,Dramatization,Based on Real Life Events,Live Action,Drama
2011,19100000,1361512,1045154,1/1/2011,Dramatization,Based on Real Life Events,Live Action,Drama
2006,19400000,8060487,7058308,1/1/2006,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2008,19700000,476270,16022557,1/1/2008,Dramatization,Based on Real Life Events,Live Action,Action
2014,20000000,5749134,322299,1/1/2014,Historical Fiction,Original Screenplay,Live Action,Drama
2011,20000000,3763583,21597623,1/1/2011,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2002,20000000,1190018,4155851,1/1/2002,Science Fiction,Original Screenplay,Live Action,Action
2005,20000000,8330720,2062976,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2008,20000000,20211394,7700059,1/1/2008,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Western
2013,20000000,34296320,7000000,1/1/2013,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy
2014,20000000,45040342,45150940,1/1/2014,Dramatization,Based on Real Life Events,Live Action,Drama
2009,20000000,20919166,8951635,1/1/2009,Kids Fiction,Original Screenplay,Live Action,Adventure
2010,20000000,35061031,1204714,1/1/2010,Fantasy,Original Screenplay,Live Action,Comedy
2014,20000000,52076908,14700000,1/1/2014,Dramatization,Based on Real Life Events,Live Action,Drama
2003,20000000,47901582,92220643,1/1/2003,Historical Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure
2006,20000000,13395961,329071,1/1/2006,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2002,20000000,48423368,61432424,1/1/2002,Kids Fiction,Based on Play,Hand Animation,Adventure
2008,20000000,29062561,165000,1/1/2008,Contemporary Fiction,Remake,Live Action,Thriller/Suspense
2010,20000000,1186538,4907187,1/1/2010,Fantasy,Based on Comic/Graphic Novel,Live Action,Horror
2007,20000000,80106701,37718653,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2014,20000000,8110975,581923,1/1/2014,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2014,20000000,23438250,11176714,1/1/2014,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2008,20000000,13252641,16590604,1/1/2008,Fantasy,Original Screenplay,Live Action,Romantic Comedy
2008,20000000,26415649,39039144,1/1/2008,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2015,20000000,12639297,9274948,1/1/2015,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2009,20000000,62950384,29728564,1/1/2009,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2004,20000000,2353728,6008008,1/1/2004,Historical Fiction,Original Screenplay,Live Action,Comedy
2006,20000000,23342105,14800000,1/1/2006,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense
2008,20000000,30060660,36082345,1/1/2008,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense
2005,20000000,7535331,749000,1/1/2005,Contemporary Fiction,Based on Play,Live Action,Drama
2012,20000000,6002756,2298065,1/1/2012,Dramatization,Based on Real Life Events,Live Action,Drama
2008,20000000,1031872,7189828,1/1/2008,Dramatization,Based on Real Life Events,Live Action,Drama
2009,20000000,13684249,21788490,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2007,20000000,9534258,7373573,1/1/2007,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action
2007,20000000,39739367,47119211,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2004,20000000,69148997,42300000,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2012,20000000,17530219,38445453,1/1/2012,Fantasy,Based on Game,Live Action,Horror
2008,20000000,26890041,17623425,1/1/2008,Fantasy,Remake,Live Action,Horror
2013,20000000,8888355,7835022,1/1/2013,Contemporary Fiction,Based on Movie,Live Action,Drama
2010,20000000,25107267,23851086,1/1/2010,Kids Fiction,Original Screenplay,Digital Animation,Adventure
2003,20000000,81261177,50684126,1/1/2003,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2004,20000000,32774834,17500000,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2006,20000000,7578946,20479706,1/1/2006,Kids Fiction,Based on TV,Digital Animation,Adventure
2005,20000000,12482775,2984186,1/1/2005,Contemporary Fiction,Original Screenplay,Live Action,Drama
2002,20000000,30113491,38236393,1/1/2002,Contemporary Fiction,Original Screenplay,Live Action,Horror
2015,20000000,20180155,10342736,1/1/2015,Contemporary Fiction,Remake,Live Action,Thriller/Suspense
2006,20000000,5501616,1903468,1/1/2006,Science Fiction,Based on Fiction Book/Short Story,Rotoscoping,Thriller/Suspense
2004,20000000,19762690,9000000,1/1/2004,Kids Fiction,Based on TV,Hand Animation,Adventure
2013,20000000,137400141,180600000,1/1/2013,Fantasy,Original Screenplay,Live Action,Horror
2010,20000000,582024,291593,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Drama
2009,20000000,15988876,7672162,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense
2010,20000000,117229692,54456101,1/1/2010,Factual,Based on TV,Live Action,Comedy
2008,20000000,7008265,8992,1/1/2008,Fantasy,Original Screenplay,Live Action,Comedy
2010,20000000,82624961,92882839,1/1/2010,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2007,20000000,18882880,1936721,1/1/2007,Contemporary Fiction,Original Screenplay,Live Action,Drama
2004,20000000,13548322,1017924,1/1/2004,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2015,20000000,538460,2842804,1/1/2015,Historical Fiction,Original Screenplay,Live Action,Drama
2010,20000000,14011084,16152701,1/1/2010,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy
2009,20000000,17231291,1377279,1/1/2009,Contemporary Fiction,Original Screenplay,Live Action,Comedy
2013,20000000,26004851,21503654,1/1/2013,Science Fiction,Original Screenplay,Live Action,Comedy
2008,20000000,4452423,904,1/1/2008,Dramatization,Original Screenplay,Live Action,Drama
2007,20000000,18354356,38468604,1/1/2007,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama
2005,20000000,17104669,84929435,1/1/2005,Historical Fiction,Original Screenplay,Live Action,Action
2014,20000000,13651946,18980722,1/1/2014,Contemporary Fiction,Original Screenplay,Live Action,Comedy
